IPTGuM,repressors,operator,mean,sem,bohr_parameter,author,mutant
1000,260,O2,0.41472821,0.051192425,-0.862618942,chure,Q21M-Q294V
5000,260,O2,0.611754249,0.039565052,-0.052246987,chure,Q21M-Q294V
0,260,O2,0.625332701,0.037126863,0.559425458,chure,Y20I-F164T
0.1,260,O2,0.657453992,0.026779063,0.573993586,chure,Y20I-F164T
5,260,O2,0.827857497,0.030025899,1.236199845,chure,Y20I-F164T
10,260,O2,0.892654384,0.027059609,1.772620683,chure,Y20I-F164T
25,260,O2,0.982764143,0.032499812,2.813461689,chure,Y20I-F164T
50,260,O2,1.038946712,0.033197046,3.73067938,chure,Y20I-F164T
75,260,O2,1.083414369,0.053601887,4.25799141,chure,Y20I-F164T
100,260,O2,1.046328983,0.032215629,4.610374658,chure,Y20I-F164T
250,260,O2,1.070560541,0.026723962,5.534189272,chure,Y20I-F164T
500,260,O2,1.05815069,0.032383324,5.997354233,chure,Y20I-F164T
1000,260,O2,1.100709918,0.050711986,6.282791963,chure,Y20I-F164T
5000,260,O2,1.027115308,0.033490227,6.548130313,chure,Y20I-F164T
0,260,O2,1.019231155,0.033837562,3.040945273,chure,Y20I-Q294K
0.1,260,O2,1.014915076,0.036552131,3.041447957,chure,Y20I-Q294K
5,260,O2,1.042481177,0.035125867,3.065874128,chure,Y20I-Q294K
10,260,O2,0.954767585,0.01743502,3.090391716,chure,Y20I-Q294K
25,260,O2,0.999038005,0.023066704,3.161588872,chure,Y20I-Q294K
50,260,O2,0.984382856,0.024765859,3.273009152,chure,Y20I-Q294K
75,260,O2,1.002427743,0.020992838,3.376344468,chure,Y20I-Q294K
100,260,O2,0.983613796,0.023345372,3.472542977,chure,Y20I-Q294K
250,260,O2,1.017596294,0.022123609,3.937141474,chure,Y20I-Q294K
500,260,O2,1.017530092,0.019330844,4.451163033,chure,Y20I-Q294K
1000,260,O2,1.002931543,0.025390482,5.04197929,chure,Y20I-Q294K
5000,260,O2,1.029473382,0.024227605,6.156841929,chure,Y20I-Q294K
0,260,O2,0.508730288,0.048528972,0.2738337,chure,Y20I-Q294V
0.1,260,O2,0.534858903,0.056516088,0.276000424,chure,Y20I-Q294V
5,260,O2,0.550330893,0.031449723,0.384114582,chure,Y20I-Q294V
10,260,O2,0.575606251,0.028743343,0.496462753,chure,Y20I-Q294V
25,260,O2,0.673544015,0.040199092,0.826811098,chure,Y20I-Q294V
50,260,O2,0.76751921,0.036629136,1.311231759,chure,Y20I-Q294V
75,260,O2,0.841248259,0.047932033,1.705717436,chure,Y20I-Q294V
100,260,O2,0.877047584,0.058516612,2.028199966,chure,Y20I-Q294V
250,260,O2,0.984572765,0.027363811,3.171453613,chure,Y20I-Q294V
500,260,O2,1.01387798,0.033002505,3.994621134,chure,Y20I-Q294V
1000,260,O2,1.053717823,0.043364153,4.656693705,chure,Y20I-Q294V
5000,260,O2,0.993635239,0.036212543,5.46706566,chure,Y20I-Q294V
0,60,O2,0.833210645,0.018458282,0.267084044,chure,Q21A
0.1,60,O2,0.826932297,0.017416548,0.27158872,chure,Q21A
5,60,O2,0.888461665,0.020353487,1.010692782,chure,Q21A
10,60,O2,0.896920422,0.019604566,1.828032064,chure,Q21A
25,60,O2,0.922534728,0.011837122,3.227313441,chure,Q21A
50,60,O2,0.95490086,0.016565687,4.274524846,chure,Q21A
75,60,O2,0.978695304,0.013017203,4.822299696,chure,Q21A
100,60,O2,0.972893829,0.011994617,5.170095698,chure,Q21A
250,60,O2,0.959922327,0.016725201,6.017889604,chure,Q21A
500,60,O2,0.970256425,0.012479969,6.408397594,chure,Q21A
1000,60,O2,0.97256609,0.018356299,6.637193658,chure,Q21A
5000,60,O2,0.992128762,0.031627861,6.841492758,chure,Q21A
0,124,O2,0.622638433,0.01234192,-0.458852959,chure,Q21A
0.1,124,O2,0.608568163,0.013959804,-0.454348284,chure,Q21A
5,124,O2,0.693338448,0.014176684,0.284755779,chure,Q21A
10,124,O2,0.753946228,0.019518511,1.10209506,chure,Q21A
25,124,O2,0.859427128,0.021641967,2.501376437,chure,Q21A
50,124,O2,0.947280348,0.017376491,3.548587842,chure,Q21A
75,124,O2,0.966097843,0.015412458,4.096362693,chure,Q21A
100,124,O2,0.972602905,0.012862961,4.444158695,chure,Q21A
250,124,O2,0.996972769,0.010431436,5.291952601,chure,Q21A
500,124,O2,0.972479936,0.01264882,5.68246059,chure,Q21A
1000,124,O2,0.975757886,0.015858862,5.911256654,chure,Q21A
5000,124,O2,0.994850687,0.018313924,6.115555755,chure,Q21A
0,260,O2,0.331968135,0.016546996,-1.199253025,chure,Q21A
0.1,260,O2,0.312596149,0.010709786,-1.194748349,chure,Q21A
5,260,O2,0.421564237,0.012428337,-0.455644286,chure,Q21A
10,260,O2,0.502365818,0.02170046,0.361694995,chure,Q21A
25,260,O2,0.754696754,0.021599417,1.760976372,chure,Q21A
50,260,O2,0.878009178,0.017393208,2.808187777,chure,Q21A
75,260,O2,0.928123465,0.016132575,3.355962627,chure,Q21A
100,260,O2,0.935936025,0.015875313,3.703758629,chure,Q21A
250,260,O2,0.976661382,0.016025915,4.551552536,chure,Q21A
500,260,O2,0.9516386,0.017342239,4.942060525,chure,Q21A
1000,260,O2,0.954453479,0.021220045,5.170856589,chure,Q21A
5000,260,O2,0.970310852,0.027537623,5.37515569,chure,Q21A
0,1220,O2,0.14902913,0.023649631,-2.745177532,chure,Q21A
0.1,1220,O2,0.125167975,0.006135159,-2.740672856,chure,Q21A
5,1220,O2,0.174631745,0.008527872,-2.001568793,chure,Q21A
10,1220,O2,0.250428478,0.013907862,-1.184229512,chure,Q21A
25,1220,O2,0.472440104,0.024942063,0.215051865,chure,Q21A
50,1220,O2,0.682578165,0.036794192,1.26226327,chure,Q21A
75,1220,O2,0.795948366,0.016975924,1.810038121,chure,Q21A
100,1220,O2,0.833904987,0.017518266,2.157834122,chure,Q21A
250,1220,O2,0.929029562,0.014856084,3.005628029,chure,Q21A
500,1220,O2,0.928953532,0.010770063,3.396136018,chure,Q21A
1000,1220,O2,0.940137036,0.019399705,3.624932082,chure,Q21A
5000,1220,O2,0.937804476,0.022351199,3.829231183,chure,Q21A
0,60,O2,0.012131763,0.006375415,-4.156064745,chure,Q21M
0.1,60,O2,0.010568665,0.005390364,-4.151560069,chure,Q21M
5,60,O2,0.019578636,0.006021508,-3.412456007,chure,Q21M
10,60,O2,0.048544237,0.008022246,-2.595116725,chure,Q21M
25,60,O2,0.139725806,0.027226906,-1.195835348,chure,Q21M
50,60,O2,0.29930314,0.033339559,-0.148623943,chure,Q21M
75,60,O2,0.438358823,0.020975886,0.399150907,chure,Q21M
100,60,O2,0.522314749,0.026155136,0.746946909,chure,Q21M
250,60,O2,0.760411325,0.01636142,1.594740815,chure,Q21M
500,60,O2,0.872741228,0.018914364,1.985248805,chure,Q21M
1000,60,O2,0.90850701,0.015799209,2.214044869,chure,Q21M
5000,60,O2,0.887511647,0.011979622,2.41834397,chure,Q21M
0,124,O2,0.016672281,0.005349246,-4.882001748,chure,Q21M
0.1,124,O2,0.006221683,0.003937296,-4.877497073,chure,Q21M
5,124,O2,0.009965607,0.006489936,-4.13839301,chure,Q21M
10,124,O2,0.026632983,0.005766766,-3.321053729,chure,Q21M
25,124,O2,0.099509646,0.021495916,-1.921772352,chure,Q21M
50,124,O2,0.214007246,0.028519344,-0.874560947,chure,Q21M
75,124,O2,0.340128049,0.028615877,-0.326786096,chure,Q21M
100,124,O2,0.40644867,0.021435522,0.021009906,chure,Q21M
250,124,O2,0.646880531,0.019037792,0.868803812,chure,Q21M
500,124,O2,0.761580749,0.020069765,1.259311801,chure,Q21M
1000,124,O2,0.810542799,0.028017306,1.488107865,chure,Q21M
5000,124,O2,0.788276128,0.026049986,1.692406966,chure,Q21M
0,260,O2,0.008606571,0.005554719,-5.622401814,chure,Q21M
0.1,260,O2,0.000598829,0.001742515,-5.617897138,chure,Q21M
5,260,O2,0.001284414,0.00436659,-4.878793075,chure,Q21M
10,260,O2,0.017910639,0.003507423,-4.061453794,chure,Q21M
25,260,O2,0.076241614,0.015753278,-2.662172417,chure,Q21M
50,260,O2,0.150494621,0.020201312,-1.614961012,chure,Q21M
75,260,O2,0.232270167,0.026320157,-1.067186162,chure,Q21M
100,260,O2,0.32046319,0.021308146,-0.71939016,chure,Q21M
250,260,O2,0.518945653,0.020010584,0.128403747,chure,Q21M
500,260,O2,0.64996327,0.011860046,0.518911736,chure,Q21M
1000,260,O2,0.708592342,0.016412576,0.7477078,chure,Q21M
5000,260,O2,0.718166796,0.013192989,0.952006901,chure,Q21M
0,1220,O2,-0.006221519,0.006052265,-7.168326321,chure,Q21M
0.1,1220,O2,-0.013766252,0.006655204,-7.163821645,chure,Q21M
5,1220,O2,-0.004132522,0.00791319,-6.424717582,chure,Q21M
10,1220,O2,0.008106157,0.00317585,-5.607378301,chure,Q21M
25,1220,O2,0.036840907,0.009668342,-4.208096924,chure,Q21M
50,1220,O2,0.065634824,0.011871023,-3.160885519,chure,Q21M
75,1220,O2,0.090076543,0.014264677,-2.613110668,chure,Q21M
100,1220,O2,0.13461207,0.016789365,-2.265314666,chure,Q21M
250,1220,O2,0.231794301,0.019808853,-1.41752076,chure,Q21M
500,1220,O2,0.302846215,0.011812509,-1.027012771,chure,Q21M
1000,1220,O2,0.356790512,0.014648339,-0.798216707,chure,Q21M
5000,1220,O2,0.393241734,0.011649558,-0.593917606,chure,Q21M
0,60,O2,0.874010297,0.062481344,1.363247902,chure,Y20I
0.1,60,O2,0.819157078,0.017612914,1.367752577,chure,Y20I
5,60,O2,0.975283218,0.035286396,2.10685664,chure,Y20I
10,60,O2,0.95871271,0.017817177,2.924195922,chure,Y20I
25,60,O2,0.99356972,0.022588681,4.323477298,chure,Y20I
50,60,O2,1.057425618,0.039940847,5.370688703,chure,Y20I
75,60,O2,1.008424599,0.025554634,5.918463554,chure,Y20I
100,60,O2,0.997627059,0.019683591,6.266259556,chure,Y20I
250,60,O2,1.010663162,0.016547655,7.114053462,chure,Y20I
500,60,O2,1.03960259,0.038143957,7.504561452,chure,Y20I
1000,60,O2,0.969788671,0.020908777,7.733357515,chure,Y20I
5000,60,O2,0.99092026,0.020015695,7.937656616,chure,Y20I
0,124,O2,0.726755769,0.018171139,0.637310898,chure,Y20I
0.1,124,O2,0.703362513,0.012117442,0.641815574,chure,Y20I
5,124,O2,0.940741213,0.055417062,1.380919637,chure,Y20I
10,124,O2,0.928510622,0.018223275,2.198258918,chure,Y20I
25,124,O2,0.972642966,0.019435854,3.597540295,chure,Y20I
50,124,O2,1.014322971,0.009340769,4.6447517,chure,Y20I
75,124,O2,0.989644525,0.01509844,5.19252655,chure,Y20I
100,124,O2,1.013628677,0.015019116,5.540322552,chure,Y20I
250,124,O2,1.013314026,0.012989707,6.388116459,chure,Y20I
500,124,O2,1.01205474,0.016153162,6.778624448,chure,Y20I
1000,124,O2,0.984584839,0.020267988,7.007420512,chure,Y20I
5000,124,O2,0.987337969,0.023668267,7.211719613,chure,Y20I
0,260,O2,0.47620597,0.012529296,-0.103089167,chure,Y20I
0.1,260,O2,0.468775371,0.023237132,-0.098584491,chure,Y20I
5,260,O2,0.697966304,0.043625395,0.640519571,chure,Y20I
10,260,O2,0.758362654,0.032315375,1.457858853,chure,Y20I
25,260,O2,0.936208194,0.018777857,2.85714023,chure,Y20I
50,260,O2,0.990814703,0.027929268,3.904351635,chure,Y20I
75,260,O2,0.989794117,0.028130728,4.452126485,chure,Y20I
100,260,O2,0.967645904,0.024505728,4.799922487,chure,Y20I
250,260,O2,0.994845041,0.018670501,5.647716393,chure,Y20I
500,260,O2,0.988665038,0.016909937,6.038224383,chure,Y20I
1000,260,O2,0.968661362,0.011161373,6.267020447,chure,Y20I
5000,260,O2,0.974352343,0.026697025,6.471319547,chure,Y20I
0,1220,O2,0.17352233,0.012297998,-1.649013674,chure,Y20I
0.1,1220,O2,0.16693421,0.017017124,-1.644508998,chure,Y20I
5,1220,O2,0.329494764,0.033071189,-0.905404935,chure,Y20I
10,1220,O2,0.428028832,0.035606318,-0.088065654,chure,Y20I
25,1220,O2,0.709704761,0.038748465,1.311215723,chure,Y20I
50,1220,O2,0.837966076,0.051319103,2.358427128,chure,Y20I
75,1220,O2,0.866402871,0.053134704,2.906201978,chure,Y20I
100,1220,O2,0.900242832,0.021986421,3.25399798,chure,Y20I
250,1220,O2,0.972717419,0.015457328,4.101791887,chure,Y20I
500,1220,O2,0.979220985,0.005158162,4.492299876,chure,Y20I
1000,1220,O2,0.956537153,0.018706383,4.72109594,chure,Y20I
5000,1220,O2,0.94125329,0.02896889,4.925395041,chure,Y20I
0,260,O1,-0.008982186,0.009133056,-4.845552399,chure,F164T
0.1,260,O1,-0.001902715,0.009119527,-4.830984272,chure,F164T
5,260,O1,-0.010598892,0.012559102,-4.168778013,chure,F164T
10,260,O1,-0.016688757,0.016265876,-3.632357175,chure,F164T
25,260,O1,0.040757714,0.010332635,-2.591516168,chure,F164T
50,260,O1,0.123690229,0.023444507,-1.674298478,chure,F164T
75,260,O1,0.218796495,0.027022359,-1.146986447,chure,F164T
100,260,O1,0.237212769,0.023393731,-0.7946032,chure,F164T
250,260,O1,0.565290175,0.023458994,0.129211415,chure,F164T
500,260,O1,0.716688411,0.027993025,0.592376376,chure,F164T
1000,260,O1,0.775000378,0.020228522,0.877814106,chure,F164T
5000,260,O1,0.806648884,0.034229932,1.143152456,chure,F164T
0,260,O2,0.068636248,0.028558389,-3.445552399,chure,F164T
0.1,260,O2,0.022374399,0.007158768,-3.430984272,chure,F164T
5,260,O2,0.061843765,0.013763216,-2.768778013,chure,F164T
10,260,O2,0.107061453,0.011737663,-2.232357175,chure,F164T
25,260,O2,0.22289825,0.030619257,-1.191516168,chure,F164T
50,260,O2,0.416489614,0.055144712,-0.274298478,chure,F164T
75,260,O2,0.548550887,0.043405897,0.253013553,chure,F164T
100,260,O2,0.673375228,0.028650686,0.6053968,chure,F164T
250,260,O2,0.837467376,0.04868813,1.529211415,chure,F164T
500,260,O2,0.876936219,0.041163056,1.992376376,chure,F164T
1000,260,O2,0.884567305,0.029815808,2.277814106,chure,F164T
5000,260,O2,0.90371153,0.034283994,2.543152456,chure,F164T
0,260,O3,0.795578541,0.026287207,0.754447601,chure,F164T
0.1,260,O3,0.786430651,0.023394648,0.769015728,chure,F164T
5,260,O3,0.879701688,0.030737943,1.431221987,chure,F164T
10,260,O3,0.91142118,0.028831442,1.967642825,chure,F164T
25,260,O3,0.972817129,0.024089589,3.008483832,chure,F164T
50,260,O3,1.013218786,0.030086151,3.925701522,chure,F164T
75,260,O3,0.991538381,0.029966152,4.453013553,chure,F164T
100,260,O3,1.000631405,0.02365141,4.8053968,chure,F164T
250,260,O3,0.998610078,0.022739995,5.729211415,chure,F164T
500,260,O3,1.007701196,0.024291212,6.192376376,chure,F164T
1000,260,O3,0.988682618,0.039385751,6.477814106,chure,F164T
5000,260,O3,1.025500858,0.029974821,6.743152456,chure,F164T
0,260,O1,0.089451596,0.008099402,-2.364032584,chure,Q294K
0.1,260,O1,0.094388624,0.007443555,-2.363529901,chure,Q294K
5,260,O1,0.089332589,0.009052556,-2.339103729,chure,Q294K
10,260,O1,0.091969137,0.009224206,-2.314586142,chure,Q294K
25,260,O1,0.096352054,0.009679841,-2.243388986,chure,Q294K
50,260,O1,0.103616539,0.009794173,-2.131968705,chure,Q294K
75,260,O1,0.118871562,0.007028247,-2.02863339,chure,Q294K
100,260,O1,0.121678093,0.008116417,-1.93243488,chure,Q294K
250,260,O1,0.171656358,0.012997391,-1.467836384,chure,Q294K
500,260,O1,0.191711825,0.028226459,-0.953814824,chure,Q294K
1000,260,O1,0.316132084,0.017929051,-0.362998568,chure,Q294K
5000,260,O1,0.529531867,0.037757774,0.751864071,chure,Q294K
0,260,O2,0.232737011,0.012877504,-0.964032584,chure,Q294K
0.1,260,O2,0.272334193,0.009468066,-0.963529901,chure,Q294K
5,260,O2,0.278418935,0.013510476,-0.939103729,chure,Q294K
10,260,O2,0.308655797,0.010755485,-0.914586142,chure,Q294K
25,260,O2,0.330899987,0.012076079,-0.843388986,chure,Q294K
50,260,O2,0.326160408,0.014023252,-0.731968705,chure,Q294K
75,260,O2,0.341899261,0.018260549,-0.62863339,chure,Q294K
100,260,O2,0.347645846,0.019523168,-0.53243488,chure,Q294K
250,260,O2,0.52455721,0.024896744,-0.067836384,chure,Q294K
500,260,O2,0.572960869,0.019665039,0.446185176,chure,Q294K
1000,260,O2,0.723714819,0.015321667,1.037001432,chure,Q294K
5000,260,O2,0.908654829,0.022191763,2.151864071,chure,Q294K
0,260,O3,1.043691987,0.014804892,3.235967416,chure,Q294K
0.1,260,O3,1.053761376,0.012698861,3.236470099,chure,Q294K
5,260,O3,1.051728283,0.022954147,3.260896271,chure,Q294K
10,260,O3,1.035157607,0.017047789,3.285413858,chure,Q294K
25,260,O3,1.000637182,0.023098347,3.356611014,chure,Q294K
50,260,O3,1.013805384,0.015308474,3.468031295,chure,Q294K
75,260,O3,1.009678637,0.023331254,3.57136661,chure,Q294K
100,260,O3,1.000801169,0.017715847,3.66756512,chure,Q294K
250,260,O3,1.0104908,0.020291283,4.132163616,chure,Q294K
500,260,O3,1.048487369,0.021948811,4.646185176,chure,Q294K
1000,260,O3,1.043572386,0.022522637,5.237001432,chure,Q294K
5000,260,O3,1.039604101,0.033951643,6.351864071,chure,Q294K
0,260,O1,0.024774853,0.005002968,-3.068233753,chure,Q294R
0.1,260,O1,0.038711646,0.006667998,-3.067592712,chure,Q294R
5,260,O1,0.026906302,0.008905615,-3.040417973,chure,Q294R
10,260,O1,0.041642093,0.0127209,-3.019212952,chure,Q294R
25,260,O1,0.0339161,0.004242668,-2.97788692,chure,Q294R
50,260,O1,0.027099678,0.005529764,-2.942572552,chure,Q294R
75,260,O1,0.035277081,0.004756806,-2.923745696,chure,Q294R
100,260,O1,0.031483226,0.005233459,-2.912044896,chure,Q294R
250,260,O1,0.040336689,0.005650333,-2.885391046,chure,Q294R
500,260,O1,0.029133366,0.006969995,-2.874362114,chure,Q294R
1000,260,O1,0.034028779,0.005426909,-2.868332977,chure,Q294R
5000,260,O1,0.042692846,0.00772822,-2.863232661,chure,Q294R
0,260,O2,0.153137693,0.005363691,-1.668233753,chure,Q294R
0.1,260,O2,0.159907721,0.008601027,-1.667592712,chure,Q294R
5,260,O2,0.16106016,0.002004599,-1.640417973,chure,Q294R
10,260,O2,0.156618853,0.005421672,-1.619212952,chure,Q294R
25,260,O2,0.181966539,0.007405711,-1.57788692,chure,Q294R
50,260,O2,0.181577789,0.003312722,-1.542572552,chure,Q294R
75,260,O2,0.191138101,0.008786525,-1.523745696,chure,Q294R
100,260,O2,0.168180277,0.010215826,-1.512044896,chure,Q294R
250,260,O2,0.189714982,0.013383619,-1.485391046,chure,Q294R
500,260,O2,0.171888426,0.0037516,-1.474362114,chure,Q294R
1000,260,O2,0.175125832,0.011899083,-1.468332977,chure,Q294R
5000,260,O2,0.198872342,0.013270226,-1.463232661,chure,Q294R
0,260,O3,0.907138748,0.017133852,2.531766247,chure,Q294R
0.1,260,O3,0.95642597,0.023017383,2.532407288,chure,Q294R
5,260,O3,0.941637125,0.023716878,2.559582027,chure,Q294R
10,260,O3,0.945409289,0.022096847,2.580787048,chure,Q294R
25,260,O3,0.908164313,0.014703445,2.62211308,chure,Q294R
50,260,O3,0.908119464,0.01778148,2.657427448,chure,Q294R
75,260,O3,0.900549342,0.018548535,2.676254304,chure,Q294R
100,260,O3,0.912571539,0.017797495,2.687955104,chure,Q294R
250,260,O3,0.893544141,0.017214612,2.714608954,chure,Q294R
500,260,O3,0.896279998,0.018298683,2.725637886,chure,Q294R
1000,260,O3,0.860852061,0.021228407,2.731667023,chure,Q294R
5000,260,O3,0.940713796,0.019656926,2.736767339,chure,Q294R
0,260,O1,-0.012747372,0.01128259,-5.131144157,chure,Q294V
0.1,260,O1,-0.010071393,0.007800867,-5.128977434,chure,Q294V
5,260,O1,-0.014566295,0.010211071,-5.020863276,chure,Q294V
10,260,O1,-0.020114501,0.013043079,-4.908515104,chure,Q294V
25,260,O1,-0.014365503,0.011638577,-4.57816676,chure,Q294V
50,260,O1,-0.003079967,0.004873133,-4.093746098,chure,Q294V
75,260,O1,0.010136922,0.006563789,-3.699260422,chure,Q294V
100,260,O1,0.009256427,0.008865511,-3.376777891,chure,Q294V
250,260,O1,0.058409554,0.009278762,-2.233524245,chure,Q294V
500,260,O1,0.136411463,0.016943233,-1.410356724,chure,Q294V
1000,260,O1,0.301069376,0.019196281,-0.748284153,chure,Q294V
5000,260,O1,0.584675187,0.022012116,0.062087802,chure,Q294V
0,260,O2,0.028827554,0.010063172,-3.731144157,chure,Q294V
0.1,260,O2,0.013887329,0.004078265,-3.728977434,chure,Q294V
5,260,O2,0.023192402,0.003951476,-3.620863276,chure,Q294V
10,260,O2,0.026056057,0.003134801,-3.508515104,chure,Q294V
25,260,O2,0.042650975,0.009355182,-3.17816676,chure,Q294V
50,260,O2,0.079296365,0.017998802,-2.693746098,chure,Q294V
75,260,O2,0.108307539,0.029298385,-2.299260422,chure,Q294V
100,260,O2,0.124990316,0.028636593,-1.976777891,chure,Q294V
250,260,O2,0.301702168,0.051489305,-0.833524245,chure,Q294V
500,260,O2,0.49613519,0.064268226,-0.010356724,chure,Q294V
1000,260,O2,0.63606127,0.058877713,0.651715847,chure,Q294V
5000,260,O2,0.823269984,0.032501082,1.462087802,chure,Q294V
0,260,O3,0.77175215,0.037219153,0.468855843,chure,Q294V
0.1,260,O3,0.669723551,0.060913847,0.471022566,chure,Q294V
5,260,O3,0.708126325,0.062381195,0.579136724,chure,Q294V
10,260,O3,0.648427026,0.070112887,0.691484896,chure,Q294V
25,260,O3,0.746175946,0.069514432,1.02183324,chure,Q294V
50,260,O3,0.838605912,0.061291282,1.506253902,chure,Q294V
75,260,O3,0.892798973,0.056979645,1.900739578,chure,Q294V
100,260,O3,0.9422578,0.04865582,2.223222109,chure,Q294V
250,260,O3,0.909860551,0.04799835,3.366475755,chure,Q294V
500,260,O3,0.921144596,0.056933597,4.189643276,chure,Q294V
1000,260,O3,0.962624761,0.069734508,4.851715847,chure,Q294V
5000,260,O3,0.953884663,0.083269852,5.662087802,chure,Q294V
0,260,O2,0.013165624,0.002725055,-4.108067025,chure,wt
0.1,260,O2,0.014759386,0.002764789,-4.103562349,chure,wt
5,260,O2,0.033298873,0.003235744,-3.364458286,chure,wt
10,260,O2,0.068306734,0.006147629,-2.547119005,chure,wt
25,260,O2,0.179779051,0.016554557,-1.147837628,chure,wt
50,260,O2,0.360482789,0.021416084,-0.100626223,chure,wt
75,260,O2,0.499543361,0.030321857,0.447148627,chure,wt
100,260,O2,0.564687351,0.027615669,0.794944629,chure,wt
250,260,O2,0.776181183,0.023157268,1.642738536,chure,wt
500,260,O2,0.862482119,0.021445652,2.033246525,chure,wt
1000,260,O2,0.90942439,0.016014005,2.262042589,chure,wt
5000,260,O2,0.921173421,0.019599461,2.46634169,chure,wt
0,260,O3,0.621068998,0.005044622,0.091932975,chure,wt
0.1,260,O3,0.644552785,0.057020866,0.096437651,chure,wt
5,260,O3,0.887870804,0.176597871,0.835541714,chure,wt
10,260,O3,0.859162628,0.067558792,1.652880995,chure,wt
25,260,O3,1.004775419,0.080619681,3.052162372,chure,wt
50,260,O3,1.045781858,0.075104375,4.099373777,chure,wt
75,260,O3,1.034535022,0.060751458,4.647148627,chure,wt
100,260,O3,1.012579999,0.066309451,4.994944629,chure,wt
250,260,O3,1.009059493,0.07082174,5.842738536,chure,wt
500,260,O3,0.957130727,,6.233246525,chure,wt
1000,260,O3,1.028999617,0.052719408,6.462042589,chure,wt
5000,260,O3,1.062348018,0.097251722,6.66634169,chure,wt
